genre,Like,stemming_data,Score,Sentiment
drama,0,senyum cegil obat abang,-1,Negatif
drama,15,one cut of the dead,0,Netral
drama,0,bikin mixed feeling film film manja orang suka banget detail clue eksekusi ya magic sih abang pandji pipis deh tonton definisi harga menit film film detektif clue detail banget,4,Positif
drama,7,layak aju oscar deh kategori best foreign film,-1,Negatif
drama,0,nomer satu partikelir ya mas panji,1,Positif
drama,4,tonton abang pandji film favorit abang pandji noktah merah kawin,-1,Negatif
drama,0,alas menang ost ya pas banget megah,3,Positif
drama,6,wibu jelasin film gampang sih abang tinggal tonton kim no nawa rezero kayak nih film,-2,Negatif
drama,0,kesan kayak pas kali tonton your name konsep,-1,Negatif
drama,14,editing crusial film giring visual editing tonton tonton mumpung bioskop kunci banyak tonton pikir metophor kias sok deep dalem juara,-2,Negatif
drama,0,siang tonton gila bagus banget ajar ambil film,-1,Negatif
drama,5,bahas abang pandji film cinematography ya broooo menit gaboleh skip story ya scene ya manja mataa gue dibilangin norak teman gue omong film terus gue pengin tonton film keren keren banget gila,2,Positif
drama,0,nomor partikelir,0,Netral
drama,42,tuju susah deskripsiin perasaanya coba tonton your name kim no nawa abang mesti film asih asa jenis selesai tonton sore,-4,Negatif
drama,0,abang i feel you tonton review menang mengingatingat mag film sore,-1,Negatif
drama,6,film platform streaming film sore mesti tonton bioskop cinematic experience ya orangorang tonton yandy podcast ngelindungi ngejaga cinematic experience ya,-1,Negatif
drama,0,gue tonton trailer review bikin gue menang alam kemarin bioskop faaaaakk bagus banget nih film,0,Netral
drama,4,tim tunggu sore tayang netflix kecuali sore tayang negara tetangga singapore gue tinggal smbl tunggu cek reviewnya,0,Netral
drama,1,pandji speechless jelasin film gemas pengin ceritain pengin bagi nyeritain takut spoiler,0,Netral
drama,7,film kayak calon best film best director best actress best editing best original soundtrack ffi,-1,Negatif
drama,1,keren credit scene ya abang sang masuk jadi aktor,0,Netral
drama,120,gua tebak film nomor abang pandji jokowi,-1,Negatif
drama,0,babak eksekusi ya superb babak pas lagu barasound puter keraskeras pas adegan syahdu kali kayak gengges banget,1,Positif
drama,3,gjls kasihan review khusus,0,Netral
drama,0,series film bberapa kembang cerita keren banget eksplor dknapa situ wkk,2,Positif
drama,6,abang tonton video henti menit pergi bioskop kesini tonton anime film game tema film sore inti film anime rezero versi sederhana sore save game suatu titik misi selesai load game tuju pengin nyelametin jonathan masa jonathan kena serang jantung oke awal tonton ah boring cerita klise template nebaknya alur arah sore istri jonathan twistnya sore balas dendam jonathan eh tema besar bapak jonathan egois senang tinggal jonathan istri istri baru jonathan egois senang pribadi mabok ngudud tinggal sore tema besar bilang egois senang pribadi korban orang sore peduli jonathan ngeloop ratus kali jonathan selamat tema besar egois sore egois pakai kuat ngeloop senang bucin wak subaru rezero tengah cerita kasih tau ngeloop berkalikali sore ubah sifat jonathan jonathan ubah selesai oke panjang film fokus sore ngeloop save point ngeloop sore pas pagi ranjang jonathan sore pakai dress trigger bikin sore mati ngeloop banget sore kutub utara ngeloop hmm miss erti yasudahlah film scifi film drama ngehipe tibatiba bahas scifi kayak matahari keluar solar malam tibatiba cepat tibatibah malam eh dijelasin makna nangkepnya kuat sore habis batas ngeloopnya anime ngeloop rezero suzumiya haruhi mahou shoujo madoka stein gate hsr amphoreus mcnya greedy naif bodoh egois kayak sore load game ulang kali like sore main game kah sih ya sore sense of game gather informasi loop coba korek informasi dion loop korek informasi carlo loop korek informasi elsa loop korek informasi ibu jonathan loop korek informasi bapak jonathan loop ngulang informasi ya bagus jatuh cinta film film berkalikali alur cerita loop klise top genre ngeloop mahou shoujo madoka magica,-8,Negatif
drama,0,film favorit abang pandji ayat cinta,-1,Negatif
drama,15,kerja bayar abang maksud julid bilang sore bayar abang pandji review film tanda abang pandji percaya masuk arc kreator review film wkwkwkwk,0,Netral
drama,14.0,pas endingnya sheila dara didandanin banget ditampilakn tika bravani webseries astaga banget,3,Positif
drama,63.0,bilang film jelek maju tonton guys film bagus,-1,Negatif
drama,213.0,wkwkwkwk suka duo ngereview drama tipikal kayak paasti perang dunia internal,-3,Negatif
drama,45.0,gue inti balik film sih jonathanlah temu sore banding film sih sore magically nongol hidup sih jonathan jonathan ya sendiri ubah ubah sih sore sadmenyedihkan ya film kasih lihat realitakenyataan pahit sih sore failedgagal ubah sih jonathan inti interpretasi realistis ya film sih,3,Positif
drama,13.0,merinding scene jo ngefoto sunset kali and then sekian detik glitch sore situ kinda remind me of fight club mix feeling banget tolong,0,Netral
drama,15.0,bioskop bengong speechless kagum banget film indonesia bagus actingnya cerita karakter jalin kayak pas banget sisi puas banget,4,Positif
drama,26.0,tonton film kuliah filsafat friedrich nietzsche ewige wiederkunft bahasa indonesa ya mah kembali abadi gagas utama filsafat peristiwa hidup senang sakit ulang henti urut ulang fisik ulang alam pikir asa keri gagas afirmasi hidup dorong cinta takdir amor fati jalan momen sepenuh hati momen ya ya filsafat beda pandang tradisional sejarah cenderung linear progresif nietzsche tawar perspektif siklus putar konsep kayak tuh implikasi etis dalam lho dorong individu tanggung tindak putus tindak ulang,-5,Negatif
drama,33.0,lebih ekspetasi masuk nominasi piala citra moga sih arti cinta arti sayang arti mati arti tuju mending tonton film film horor indonesia,4,Positif
drama,15.0,tangkap rewatch malam cepat sore rubah mana jonathan mati sore kutub utara sore kikis perlahan,-3,Negatif
drama,5.0,ending ya goattt hareupeun pamajikan,1,Positif
drama,21.0,tonton ajak rasai dirasain sore bangun usaha ya gagal puluh ratus kali asa banget tonton rasai engap ya capek ya sore pas rumah bapak gagal for me feel tonton kayak tonton everything everywhere all at once montage montage ya suka banget konsep film ya selesai sore masuk galery lanjut sore boom pas salam perspektif sore hasil ubah takdir jo temu gaya hidup jo ubah garis takdir ya geser ketemu ya ubah ujung ketemu perfect,9,Positif
drama,14.0,endingnya sih wow banget bagus banget yandy nulisnya sumpah ide style kayak sih,1,Positif
drama,3.0,sore aoi abang arya,0,Netral
drama,3.0,sumpah keren tuh babak pss sore pakai baju jo stylish nunjukin fashion designer baju putih riknya tuh rok kemeja jadi biar kayak bawah wardrobenya keren sih,-1,Negatif
drama,3.0,salah film happy ending sesak bioskop bengong mikir menang ya delay pas bisokop,0,Netral
drama,5.0,maksud kak anty warna baju sore ganti pas salam buang rokok beli buah gue kayak kilas alur maju mundur awal salam jo janji ikut sore sore kayak yaudah gambar bareng,-4,Negatif
drama,5.0,adegan salam ajaib gue tonton film,-2,Negatif
drama,3.0,makna film tuh takdir ubah ikhtiar orang,1,Positif
drama,4.0,pas credits rolling speechless menang pas sadar lagu sok putar lirik pas musik masukkk banget speechless bengong kagum deh tonton yandy laurens we trust,5,Positif
drama,81.0,sore psikopat karakter sutradara ulang harap hasil beda baca buku ulang harap ending beda sesak nafas tengah film frustasi bareng sore terus usaha ubah jebak time loop jalan sial sang mudah izin adegan favorit kim no nawa pas air mata sore tetes garis jo kilas usaha bikin mata kaca sisi soundtrack mana buka setia pakai lagu aditya sofyan kayak seriesnya bikin tonton seriesnya cepat tune dalam suasana nostalgia grafitasi film harap cemas beda bin film lagu barasuara subjektif lagu album tiga powerful ost film lagu pilih powerful mana part intro interlude cocok banget scoring babak film jabat tangan sama lantun tua hilang pegang lihat senyum kuat sisa nafas cinta kenal sungguh sinematografi tutup rapi apik nan epik lega tonton dar film tarik dalam keputusasaan tokoh sore rubah luar kuasa keras kepala usaha rubah lupa sentuh alas kuat cinta asa cinta cinta,-11,Negatif
drama,2.0,plot buang jam sia,-2,Negatif
drama,2.0,seru banget tonton yapping session pasutri as always cerita kocak,-1,Negatif
drama,2.0,yandi laurens masuk oscar mah wkwk,-1,Negatif
drama,2.0,unik banget ngespoiler curhat,1,Positif
drama,1.0,bagus banget sore,1,Positif
drama,6.0,lepas film gue suka banget poster film,0,Netral
drama,39.0,film enlightenment hidup sehat ratus istri sadar film sederhana tampar kompleksitas bebal why if film hidup istri harga iapun looping fourth dimension thank you yandy laurens,-1,Negatif
drama,1.0,alumni lovely runner suka banget sore rasa banget stressnya sore pengin nyelamatin jo lintas kali kali,1,Positif
drama,5.0,wishlist gue ditambahin sore point endingnya anda prolong momen,-1,Negatif
drama,2.0,sore gua anime puella magi madoka magica,-1,Negatif
drama,1.0,suka semuanyaaa series light magical,0,Netral
drama,320.0,tuhan tolong jauh yandy laurens sirkel toxic filmmaker,0,Netral
drama,1.0,about time butterfly effect happy mondays mix feeling kayak film mc orang indonesia,0,Netral
drama,1.0,sabar tunggu yandi laurens bikin film horror ya md,2,Positif
drama,1.0,juara sihmemanjakan matalayak masuk nominee,-1,Negatif
drama,2.0,film menit lambat banget scene jo marko bar bartender ya bilang hbd jo marko bangun bilang oh ulang mu peluk sih jo raya lahir sedih scene mana sore bilang ngulang sih bilang kayak kecewa pas ngerjain pikir sesuai kerja eh salah jarang tonton sekali tonton mix feelings pas kali kali cape banget kayak oi jo nurut gaksih kasihan sore noh overrall suka banget film nya,0,Netral
drama,4.0,finally review film sore ditunggutunggu,0,Netral
drama,3.0,feelingnya lovely runner asa,0,Netral
drama,1.0,pulang bioskop capek menang,0,Netral
drama,2.0,soundtrack barasuara baik,0,Netral
drama,0,serius cerita mas yandy mah keren banget,0,Netral
drama,3.0,kali kelar tonton filem langsung tepuk tangan bareng tonton saking bagusnyaaa suka banget seriesnyaa diulangulang bosan tonton khawatir ya filemnya bagus seriesnya wow bagus banget series filemnya bagus,3,Positif
drama,2.0,sumpah bagus banget woeee,1,Positif
drama,1.0,kalimat endingnya,-1,Negatif
drama,2.0,cerita banget komikmanga judul remarina,2,Positif
drama,7.0,timeline sore jonathan ubah ketemu ubah jonathan putus ambil manusia ubah alur nama jodoh ketemu beda,0,Netral
drama,0,yandy laurens sutradara favorit,-1,Negatif
drama,1.0,pokok yandy laurens percaya,1,Positif
drama,3.0,moga series janji dibuatin versi film,1,Positif
drama,3.0,gila film bagus banget erti umur hidup tonton film dalam kompleks anime ya ampun mas yandy laurens benar harta indonesia,2,Positif
drama,2.0,series tropicana slim yandi sangatt bahayaaa series gue langsung follow ig,1,Positif
drama,3.0,jatuh cinta sore struggling ya juang time traveler bikin tonton salud campur capek iri kuat cinta jonathan keren pokok,0,Netral
drama,1.0,tunda tonton sore tonton lihat review spoiler ku bagus banget sinematografi scoring acting ya bagus banget gila film mas yandy salah podcast salah orang bilang cinta banget rela mati susah cinta banget rela hidup ngena banget sih yandy absolute cema laurens we trust review asik banget tonton balut bumbu rumah tangga wkwkwk,5,Positif
drama,3.0,suka huruhara,0,Netral
drama,0,kutip yandy salah interview baru inti cerita terima terima istri kondisi suami terima orang tinggal takdir,2,Positif
drama,1.0,coba tonton,-1,Negatif
drama,2.0,aih kaya panen piala citra mudah segi sutradara skenario bonus aktor aktris baik,-1,Negatif
drama,61.0,tuju kurang pengaruh bagus film bangun yandy laurens hasil bikin takjub tonton sutradara tahan dunia film indonesia big applause for him,-2,Negatif
drama,2.0,bioskop sih garis ya ngena esok ya lusa pikir suka shiela dara ya tt tipis bekas hati pas tonton film ya indah banget dialog ya peristiwa ya sambung kes natural,5,Positif
drama,0,film cantik banget,1,Positif
drama,5.0,kritik asih tau lemah film valid ending sepakat sepakat aria istri ngurangi indah film,0,Netral
drama,2.0,review,0,Netral
drama,1.0,moga next series cinta episode versi film bagus sih,0,Netral
drama,2.0,review film review pasang,1,Positif
drama,3.0,a time called you,0,Netral
drama,0,drama someday orang one day kunci ikhlas lawan,1,Positif
drama,4.0,fan sore series film fan sheila dion yandy heres nya opinion sore versi series bawa ya hepi kiyowo kayak orang jatuh cinta manis omong jo sore versi film dewasa sesuai yandy bilang realistis makna banjir air mata gue tonton series mending tonton film tonton film mood ya sedih tonton series mood happy dapat pribadi scene ending temu real life sheila tika bravani satu sisi orang tonton cinta series ya nostalgik banget sisi gue posisi orang tonton series ya style sore situ pas style sore film ya better style sore sesuai tampil film suapaya feel ya asa titik cerita film series ya beda setting nikah temu sengaja bikin beda stylenya overall love this movie sooo much they deserve piala citra karegori apa sheila as best actress and sore itself as best movie,4,Positif
drama,0,keren yandi,0,Netral
drama,3.0,gue suka banget klimaks klimaks galeri kayak scene scene flasback bagus banget gue langsung ingey twilight breaking dawn part ii vision sih allice cullen wahhhh keren banget langsung tutup ujung sheila on nendang banget,3,Positif
drama,3.0,tonton seriesnya puas tonton film kaya sih tonton mending series film layar lebar film emosi rasa banget rasai nyeseknya suka poin upaya titik rela ubah hadir paksa sembuh luka masingmasing jalan sesuai hendak sang satu garis cerita beda bonus asa suka banget film indonesia hadir masterpiece bioskop jalan lorong iklan film horor ah,-4,Negatif
drama,0,bagus kayak a mix between the time travellers wife betore sunset sceneryspot shootnya keren warna editing keren dialog keren sheila omong kroat keren kritik endingnya mnrt gue pas salam art gallery flashbackan keren kenal situ kayak chemistrylove at first sight cut scene situ kayak before sunset baby ur gonna miss ur flight sih cowok yeah i know kena standard film standard film indonesia,-5,Negatif
drama,1.0,sore idam,0,Netral
drama,2.0,gue pulcep kantor tonton pulang malam sesal samsek puas capek fresh jiwa gue tonton sore lepas nilai pro kontra ya,-2,Negatif
drama,3.0,ending pamer foto dunia paralel mana akhir loopnya jabat tangan dunia jo janji ngikutitn sore dunia kenal otomatis jo umurkarena maksimal usaha dunia jo mati bahasa claudia dark series celah akalin damai bapak jo inisiatif jo sore bantu clue sajaklw tonton dark series enteng tonton film tema time traveller rumit kompleks bahas film genre fantasy romantic saince fiction feelnya kayak arrival terima bikin sesak sore happy ending related tonton mostly rasai depend individal experience good job sutradara calon raih pengharagan nih film,0,Netral
drama,1.0,gue ngira endingnya kayak your name libih gong sih,-1,Negatif
drama,0,kemarin malam habis tonton ya ending lemes nganga speechless,-2,Negatif
drama,1.0,film deep banget layer genre romance hidup film bikin empat dalem emosi tokoh ah ngulang alam tonton sore,-1,Negatif
drama,1.0,yandy laurens is makoto shinkai versi indonesia cuman live action,1,Positif
drama,2.0,bagus berlipatlipat banding web seriesnya,0,Netral
drama,7.0,habis tonton kemarin hype diluarsana ekspetasi lumayan pas masuk bioskop sutradara yandy ngebuat film indonesia baik versi jcsff overall bagus filmmya film tipis banding film yandy tonton empat sore jo kayak urgensi ya tebal tiga paruh film yandy pilih dekat slowburn turut isi plot tambah tonton sayang karakter untung sheiladara akting muas dion lumayan beberapa scene turut ngimbangi sheila scoringsounddesignnya cakep banget pas suara jantung denting heboh on point tambah dinamika juang sore lawan ost turut cocok jomplang scenenya visual color grading poin tinggi film yandy jenius sih penggambilan gambar tonton ayo tonton tonton layar laptop wkwwk,-4,Negatif
drama,0,pancarona barasuara puter merinding ya gokillllllllll,0,Netral
drama,2.0,suka cerita cinematography ya akting musik film ok must watch paham paham cerita scifi tonton pokok isi kayak lukis bagus banget pandang sheila dara cakep banget akting ku suka banget part gila bagus banget untung flashback gituuuu ku kesel banget sih selesai tonton rasa banget sek anjak kursi sakit banget sore wak turut bikin bingung sih bingung erti film pikir film scifi,4,Positif
drama,2.0,atiati gaes,0,Netral
drama,1.0,goksss,0,Netral
drama,4.0,keren banget sih film webseries soreistri cerita kisah cinta pilih sesal harap adegan tuh kayak ajak mikir makna langsung banget peka suka cerita lap penuh simbol renung wajib tonton film nunjukin misteri kadang juang lepas dalem banget ngeri sesak indah pokok sih recommended parah prepare your heart film tonton doang dirasain,-4,Negatif
drama,4.0,banget arya bikin move on endingnya alir rasa maksa banting banding scene scene banding web seriesnya suka banding film panjang sederhana pas turut akting cerita,0,Netral
drama,1.0,angkat web series judul bagus film ya gila dah gambar mah cerita edan bikin nostalgia web series ya otw tonton web series ya,2,Positif
drama,4.0,tarik yandy laurens bikin film jenis sore kakak ponakan versi horor per utama film utopis green forest berat euy realita wkwk,0,Netral
drama,0,sore is a manic pixie dream girl i wish they explore her backstory more,0,Netral
drama,2.0,time loop sore tidur kapal mimpi mimpi salah hidup jonatan sehat nikah bayang anda,0,Netral
drama,305.0,bioskop kepala langsung pusing gilakkkk bagus banget heran indonesia lo film ya bagus banget gila,3,Positif
drama,3.0,gue kayak marketing film sore kemarin posting sanasini biar tonton barusan abia tonton webseries ya gila banget upgrade,-1,Negatif
drama,0,absolute cema,-1,Negatif
drama,1.0,melongoooo lovely,0,Netral
drama,6.0,film niat syuting ya modal negeri kroasia tmpat antartika tulis naskah ya cakep rapi scoring musik pas momen acting artis karakter utama gila dalam endingnya lagu band favorit sheila on gue langsung wow lirik ya cocok sheila dara dtutup sheila on,9,Positif
drama,1.0,series film karakter beda sih turut bagus sore tika adem dewasa sore sheila imut gemas suka sheila tika,-2,Negatif
drama,1.0,kaya koi mkg nehheeemmmmm artha gading kaya wkwkkww,0,Netral
drama,4.0,endingnya kayak pengin beda series kayak ya series epic banget endingnya kacaw mungkn ekspektasi pengin endingnya arah endingnya series mungkn ubah endingnya its ok babak film rasai mistri sore jo film banget somehow bosan loopnya mulu kasih adegan sore istri beghhhh kayak plong banget scenenya kayak tempel banget ingat bahagia marah bingung ekspresi ditampilin proper ya proper buagus banget indah scenenya sesak scene jabat tangan babak tetes air lihat aurora pokok kudu banget tonton bioskop sih nih film tonton,-2,Negatif
drama,2.0,mas yandi pilih reference your name pilih reference death note,-3,Negatif
drama,51.0,kak anthy muak gombal kak aria is the best moment of this pasutri,0,Netral
drama,89.0,tonton sore respon pikir kasihan banget sih jonathan jabat tangan kenang time loop asa jo juta kali sore mimisan tinggal depan banding seriesnya adegan jo balas sore bilang jonathan suami epic,1,Positif
drama,2.0,absolute cema,-1,Negatif
drama,1.0,jujur senang banget series angkat film semenjak series tayang move on bagus series ngiang ngiang kepala asa nostalgia tonton film keren sih,2,Positif
drama,0,tuju rasa sense kim no nawa ya,0,Netral
drama,0,tonton ya kayak tonton vibes film about time,-2,Negatif
drama,0,dion wiyoko sheila dara main apik film chemistry pas cocok pasang,2,Positif
drama,0,asa feelnya kim no nawa anjir gacor referensi yandy,0,Netral
drama,0,atur time travelnya mekanisme kerjasama sang layak film edge of tomorrow bagus,1,Positif
drama,1.0,tema ringan kali ya dion wiyoko easy going enak ya,2,Positif
drama,0,kuat kuat jonathan hehe,0,Netral
drama,2.0,tatap percaya mulut mungil jonatan,1,Positif
drama,1.0,suka ending versi web seriesnya,0,Netral
drama,0,suka sore jaman web series yandy laurens sumpah keren banget per sore ganti bagus,0,Netral
drama,0,seru pasutri gelud film wkwkkkk,0,Netral
drama,1.0,titik sheila gesturenya tika bravani,-1,Negatif
drama,2.0,style ya kim no nya wa,1,Positif
drama,2.0,series sweet imbang romancenya endingnya masuk akal wkwk film ram otak gb bioskop asa ngehang otak gua,-1,Negatif
drama,9.0,iya,0,Netral
drama,1.0,tonton jessica happy death day capek banget sore sabar banget,2,Positif
drama,1.0,pack sih panjang jam dah ending eh kena prank at least kali,-1,Negatif
drama,3.0,film sore poster sih film gambar gambar bagus poster pilih bagus estetik ya iya poster cerita sore time loop juta kali kayak tarik poster,2,Positif
drama,3.0,gue pribadi film indonesia baik gue tonton,-1,Negatif
drama,11.0,bioskop kayak orang linglung gue paham betapa mixed feelingnya film baca komentarkomentar orang mixed feeling gue temuin film,0,Netral
drama,1.0,film tema rumah tangga pelakornya abang arya kena pelakornya kena sehat rumah tangga kuda,0,Netral
drama,47.0,sore layer emosi relate orang tinggal tinggal suami sedih frustasikehilangan kesepiankeinginan ubah memprotect usaha damai rasa suami pergi kesang cipta,-2,Negatif
drama,0,kuda divacum,0,Netral
drama,1.0,cerita too much depressing mikir sisa film pengin cepat selesai series enak tonton episode jeda tolong sore tangkap polisi lumayan menetralisir suasana andai sore tengah gambar sunset panggil noleh kiri iconic call back pas kesan endingnya andai kenal pacar nikah seru untung ending soundtracknya pas banget film maaf,2,Positif
drama,0,lucu banget wkwkwk,2,Positif
drama,1.0,film bikin mengharubiru linang air mata haru mbrbs wajar asa kuat rasa sesak dada kuat bioskop subjektivitas asma,-4,Negatif
drama,0,,0,Netral
drama,17.0,moment pas mbak sore obrol carlo bilang turut teori dunia paralel bentuk sombong manusia akan manusia benarbenar paham dimensi mass yandy tolong suruh sih biar chill,1,Positif
drama,5.0,opini abang arya endingnya banget kayak pikirin suka momen click pas ketemu jadi alu,2,Positif
drama,1.0,mbak ya kilas hesti purwadinata,1,Positif
drama,1.0,timeline sih berani film indonesia jenis salut sih penasaran juta nih tonton,-1,Negatif
drama,4.0,eeeh scene foto buram kali sore rubah hidup jo asih tau biar pasuk foto pamer masuk foto buram nunjukin time loop coba benerin sore jelek time loop foto buram timeline terbittersweet muncul akhirakhir film ya cmiiw,-2,Negatif
drama,4.0,bingung pas sore arctic tuh maksud,1,Positif
drama,1.0,orang mesti tonton series ya sih biar,-1,Negatif
drama,1.0,web seriesnya tonton seriesnya tonton film beda banget film kayak masterpiece keren banget kualitas segi apa,-3,Negatif
drama,1.0,pengin pikir movie directors ph tonton film ya minder kali ya hahaha candaaa,1,Positif
drama,5.0,sore nih kayak jenis film tonton orang sesal taubaru tonton film bagus loh buru tonton bioskop sih kata mah visual bagus cocok banget nikmat layar lebar,-3,Negatif
drama,5.0,film sore bagus banget ngena sabtu tanggal manusia ajak tonton film tonton film ya tonton pagi siang chat ngabarin ya bioskop jam masuk studio tonton ya tonton masuk duduk kursi baris a baris atas bareng perempuan film fokus sore mikir biar film memorable ya combo dengar ost ya musik ya ciamik banget sosok,4,Positif
drama,4.0,tonton series ya tebak sih isterinya suami tinggal duluan isterinya selamat suami,1,Positif
drama,2.0,eh pikir ketemu nikah kakak jo ketemu sana nikah jo mninggal serang jantung jo hasil ubah pola hidup dasar kepaitan ayah alur beda ketemu pamerah foto jo sih sore sok mikirnya ubah ubah,3,Positif
drama,34.0,kayak turut series film banding sih experience nontonnya samasama senang pas tonton series jaman pas tonton film boring tau benang merah cerita kesan paksa,-5,Negatif
drama,1.0,siluet crossingan timeline sih ngerasanya,0,Netral
drama,46.0,akting sheila bagus banget sore plotwist villainnya sang,1,Positif
drama,6.0,tenet dark kim no nawa sore,0,Netral
drama,2.0,the nuruls bioskop erti cerita ya asa simple gituapa tonton seriesnya merhatiin film cerita belakang beda exited asa kesal sore kayak paranormal detail hapal kayak cerita sample jatohnya deh biar teledor jawab sore ngulang bangun beeh keren sih endingnya harap ingat cuman sih jo alay pikir ucap ucap bini ulang kali nyerah turut iya callback kece sih turut sih,-10,Negatif
drama,3.0,diskusi warna aurora merah hijau biru rgb pas awal film aurora hijau cerita warna merah aurora merah biru mana ketemu pamer,3,Positif
drama,0,sore aoi wkwkwkwk,0,Netral
drama,0,bayang istri ya ya absolut cema lol,2,Positif
drama,2.0,kak anthy atas kaos sih jo pokok sore pakai atas tuh kaos kemeja jo bawah bangsa rok nana pendek tuh kekmanaaa,-4,Negatif
drama,2.0,suka pol dua revie film tema pasutri adaaa diberantemin,-1,Negatif
drama,12.0,sungkem yandy laurens sore campur first date kim no nawa dikit elemen attack on titan,0,Netral
drama,2.0,bring oscar,0,Netral
drama,11.0,habis tonton film yandy laurens bikin gue kreatifitas orangorang indonesia bikin film bagus banget layak maju festival film internasional dunia film asai produser film latar ituitu akibat kualitas filmfilm lokal beda kualitas sinetron tv,1,Positif
horor,68.0,film senter cuman satpam hahahah,0,Netral
horor,3.0,makan opening bahas cebok nimmat banget,2,Positif
horor,791.0,pabrik celaka kerja tumbal standard selamat kerja buruk,1,Positif
horor,12.0,kak anthy kiyowo pakai poni,0,Netral
horor,8.0,tuju banget sih reviewnya tipikal film horor indonesia klise keramat anehaneh tumbal samsek franky teman kocak banget bjirr studio literally akak suka bahasa jawanya kaku benar kayak bahasa jawa orang jatim orang jatim janggal disebutin video turut scene kuda lumping sih surup main kuda lumping acara hajat bisabisa jalanmakan belingbara api sengaja situ kayak bikin kolam beling bara api wqwq bikin set ya ladang sisa panen tebu bakar pakai sense,-12,Negatif
horor,4.0,turut gabung kkn desa tari the medium alur cerita kkn desa tari adegan adegan dukun ya the medium banget belah kelapa busuk pohon ritual ritual gagal oke nikmat versi cut ya,-1,Negatif
horor,3.0,film wajib review sih,-1,Negatif
horor,2.0,hayu bioskop ramein qodrat ya jumbo,1,Positif
horor,4.0,banget penasaran aktivitas buruh pabrik ya emanng dialog ya dijelasin giling makan pabrik aktivitas panen tebu ya,3,Positif
horor,3.0,mesti review when live give you tangerines sih best banget drama ajar ambil kandung bawang,-1,Negatif
horor,0,suka banget couple serius seringsering,1,Positif
horor,2.0,cari review tonton qodrat pabrik gula tarik lokasi sih pabrik gula,-1,Negatif
horor,3.0,simple man pabrik gula thread seram,-1,Negatif
horor,1.0,poster film rame banget buset,1,Positif
horor,1.0,suka ericarl pas karakter ya binal gemas,2,Positif
horor,2.0,habis mal aidzin tonton series selingkuh antem,-3,Negatif
horor,2.0,kkn pabrik gulaformula kkn desa tari bawa pabrik gula,1,Positif
horor,2.0,wkwkwk horror thumbnail tulis lucu tahu mana,1,Positif
horor,1.0,salah fokus rambut kak anthy gerai poni bengini cantik sekaliii gemuyyy,-1,Negatif
horor,1.0,lebaran film simpleman kayak warung kopi dki mr bean,-1,Negatif
horor,2.0,akting dukun bagus cuman dukun keramat,-3,Negatif
horor,6.0,tuju kak anty bingung pas scene tibatiba fadhil mimpi clue reprepan bingung sih sih iblis gede tuh sih dalboh ngambil sesajen sapi cuman nampakin fadhil doang cekek gamungkin apaapa,-1,Negatif
horor,1.0,karakter film simpleman gagal favorit kuat unsur indonesian folklorenya sih nampilin reog parah maksimal eksekusi ngebayangin kepala dideskripsiin orang tua larang tonton perform asli hindar kasih sempat nyaksiin film super dope pabrik gula,-3,Negatif
horor,2.0,ih kak anthy rambut bagus fresh,-1,Negatif
horor,2.0,md bikin lanjut foxtrot six,0,Netral
horor,1.0,gua suka audio film,-1,Negatif
horor,1.0,ritual kuda iring rebana wkwkw,0,Netral
horor,2.0,actingnya juara sih,0,Netral
horor,2.0,scene wati surup memorable sih turut merinding scene tuju komedi masuk banget tempat sih franky dwi dukung banget komedinyabang awi yaaapalgi pas tau kemarin bioskop nayangin film full jadwal sisa kursi lebaran iniaku teman adik pisah pisah duduk,-5,Negatif
horor,2.0,wuih rambut nih,0,Netral
horor,1.0,kkn pabrik gula,0,Netral
horor,2.0,coba ambil kisah pabrik gula dan cahyo beda horor indonesia keren,-3,Negatif
horor,1.0,upload,0,Netral
horor,1.0,share diagram takut guysss,0,Netral
horor,1.0,tunggu review film rumah alie tunggu riview kepung bukit duri,0,Netral
horor,2.0,gua tonton film bioskop bulan gua usaha pek,-4,Negatif
horor,1.0,gue ngakaknya tonton film hantu gabut banget,-1,Negatif
horor,0,iya lucu banget studio ketawa,2,Positif
horor,37.0,pola hampor simpleman bikin tweet podcast bahas pabrik gula film,2,Positif
horor,2.0,tonton tunggu review,-1,Negatif
horor,0,series korea netflix judul karma barangkali tarik,2,Positif
horor,8.0,gue malas tau bawa anak bocil tau sih anak ajak,-4,Negatif
horor,2.0,tuju sih,0,Netral
horor,3.0,factory cinematic universe,0,Netral
horor,128.0,kualitas film indonesia era horor iclik china korea lang maju sdm demen horor iclik goda uncut version,-1,Negatif
horor,2.0,penasaran putar amerika,-1,Negatif
horor,1.0,plissss reaction trailer megan abang rasyid,0,Netral
horor,2.0,duga,0,Netral
horor,2.0,untung gue pilih qodrat,-1,Negatif
horor,191.0,gue habis tonton horor nih seru suka komedi,-1,Negatif
horor,1.0,tonton haha bagus sih visual lokasi oke komedi lucu jumpscarenya ngagetin hantu lumayan durasi,1,Positif
horor,2.0,norma wkkkkkk,0,Netral
horor,1.0,aktor per lucu tonjol jujur tampil steal the show,1,Positif
horor,0,pas ratatatata gue tunggu black pink nongol nyanyi wati,0,Netral
horor,1.0,ngeri pas baca cerita,0,Netral
horor,1.0,pabrikqodrat cerita pabrik ya,1,Positif
horor,2.0,uncut malam tau nontonnya pas hehehe tonton qodrat pas tonton b komedi seru hehe,-1,Negatif
horor,1.0,lele leila grafik bangun takut film,0,Netral
